EventKey,EventName,Origin,AssociatedDisaster,AssociatedDisaster2,MagnitudeValue,MagnitudeScale,OFDA_Response,Appeal,Declaration,CPI
7320,Name not specified,El NIno,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"80,98857899"
7321,Name not specified,Pouring rainfall,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"80,98857899"
7322,Cholera,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"80,98857899"
7323,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,194128.0,Km2,No,Unknown,Unknown,"80,98857899"
7324,Name not specified,Heav rains,No Disaster Associated,No Disaster Associated,63708.0,Km2,No,Unknown,Unknown,"80,98857899"
7325,Name not specified,El Nino,No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Unknown,"80,98857899"
7326,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,392899.0,Km2,No,Unknown,Unknown,"80,98857899"
7327,Name not specified,Torrentila rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"80,98857899"
7328,Name not specified,"High tempertaures, gusty winds, dry soil, vast swathes of dried vegetation and brush",No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"80,98857899"
7329,Butte fire,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"80,98857899"
7330,Name not specified,"Drought conditions, gusty winds, warm temperatures, lightening",No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"80,98857899"
7331,Tropical storm Kujira,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"80,98857899"
7332,Name not specified,"Lack of rainfall, El NIno",No Disaster Associated,No Disaster Associated,Unknown,Km2,Yes,Unknown,Unknown,"80,98857899"
7333,Name not specified,Torrential rains,No Disaster Associated,No Disaster Associated,192887.0,Km2,No,Unknown,Unknown,"80,98857899"
7334,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,No,No,"80,98857899"
7335,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,No,No,No,"80,98857899"
7336,Typhoon 'Soudelor' (Hanna),Unknown Origin,No Disaster Associated,No Disaster Associated,170.0,Kph,No,Unknown,Yes,"80,98857899"
7337,Cholera,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Yes,"80,98857899"
7338,Name not specified,Pacific storm systems fueled by El Nino,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7339,Name not specified,Torrential rain,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Yes,"82,0103309"
7340,Name not specified,Intense rainfall,Storm,Hail,Unknown,Km2,No,Unknown,Unknown,"82,0103309"
7341,Name not specified,High temperature and reduced rainfall,Water shortage,Heat wave,Unknown,Km2,No,Unknown,Unknown,"82,0103309"
7342,Name not specified,Tornado,Storm,Lightening,126653.0,Km2,No,Unknown,Unknown,"82,0103309"
7343,Typhoon Megi,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,119.0,Kph,No,Unknown,Unknown,"82,0103309"
7344,Name not specified,Unknown Origin,Collapse,No Disaster Associated,6.0,Richter,Yes,Unknown,Unknown,"82,0103309"
7345,Name not specified,Unknown Origin,Hail,No Disaster Associated,Unknown,Kph,No,Unknown,Yes,"82,0103309"
7346,Name not specified,Torrential rrains,Storm,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"82,0103309"
7347,Name not specified,Heavy rain,Storm,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"82,0103309"
7348,Name not specified,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Yes,"82,0103309"
7349,Hurricane 'Matthew',Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"82,0103309"
7350,Typhoon Ferdie (Meranti),Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7351,Tropical storm Otto,Unknown Origin,Flood,No Disaster Associated,175.0,Kph,Yes,Unknown,Yes,"82,0103309"
7352,Name not specified,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"82,0103309"
7353,Name not specified,Unknown Origin,Water shortage,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"82,0103309"
7354,Name not specified,Unknown Origin,Famine,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"82,0103309"
7355,Storm Jonas (Snowzilla),Unknown Origin,Snow/ice,No Disaster Associated,Unknown,Kph,No,Unknown,Yes,"82,0103309"
7356,Name not specified,Unknown Origin,Lightening,No Disaster Associated,Unknown,Kph,No,Unknown,Yes,"82,0103309"
7357,Cyclone Ulla,Unknown Origin,No Disaster Associated,No Disaster Associated,150.0,Kph,No,Unknown,Unknown,"82,0103309"
7358,Cyclone Winston,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7359,Tropical cyclone Zena,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7360,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,-1.0,�C,No,Unknown,Unknown,"82,0103309"
7361,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,182022.0,Km2,No,Unknown,Unknown,"82,0103309"
7362,Name not specified,Reammnants of cyclone Fantala,No Disaster Associated,No Disaster Associated,84215.0,Km2,No,Unknown,Unknown,"82,0103309"
7363,Name not specified,Torrential rains,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"82,0103309"
7364,Name not specified,"Combination of heat, extented drought and gusty winds",No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"82,0103309"
7365,Sand Fire,Drought,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"82,0103309"
7366,Clayton Fire,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"82,0103309"
7367,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,19554.0,Km2,No,Unknown,Yes,"82,0103309"
7368,Storm Mirinae,Unknown Origin,No Disaster Associated,No Disaster Associated,88.0,Kph,No,Unknown,Unknown,"82,0103309"
7369,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,45.0,�C,No,Unknown,Unknown,"82,0103309"
7370,Name not specified,Torrential rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"82,0103309"
7371,Name not specified,"Lack of rain, El Nino",No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"82,0103309"
7372,Cholera,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"82,0103309"
7373,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,16543.0,Km2,No,Unknown,Unknown,"82,0103309"
7374,Name not specified,Heavy hailstorm and rains,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"82,0103309"
7375,Name not specified,Heay rains,No Disaster Associated,No Disaster Associated,634200.0,Km2,No,Unknown,Unknown,"82,0103309"
7376,Yellow fever,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Yes,"82,0103309"
7377,Typhoon Karen (Sarika),Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7378,Typhoon Lawin (Haima),Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7379,Tropical storm Dianmu,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7380,Typhoon Carina (Nida),Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7381,Yellow fever,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"82,0103309"
7382,Hurricane 'Matthew',Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"82,0103309"
7383,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"82,0103309"
7384,Name not specified,Torrential rains,No Disaster Associated,No Disaster Associated,20422.0,Km2,No,Unknown,Unknown,"82,0103309"
7385,Name not specified,Unknown Origin,Storm,"Slide (land, mud, snow, rock)",Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7386,Name not specified,Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7387,Tropical depression'16/Hurricane 'Nate',Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,Yes,Unknown,Yes,"83,75725455"
7388,Hurricane 'Maria',Unknown Origin,Flood,"Slide (land, mud, snow, rock)",260.0,Kph,Yes,Unknown,Unknown,"83,75725455"
7389,Hurricane 'Maria',Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7390,Tropical depression'16/Hurricane 'Nate',Unknown Origin,Flood,"Slide (land, mud, snow, rock)",Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7391,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",Hail,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7392,Name not specified,Mei-Yu rain,Storm,Hail,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7393,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",Storm,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7394,Name not specified,Unknown Origin,Cold wave,"Avalanche (Snow, Debris)",Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7395,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",Snow/ice,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7396,Name not specified,Unknown Origin,Hail,Lightening,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7397,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,10463.0,Km2,No,Yes,Unknown,"83,75725455"
7398,Name not specified,Monsoon,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"83,75725455"
7399,Name not specified,Heavy Rainfall,"Slide (land, mud, snow, rock)",No Disaster Associated,266010.0,Km2,No,Unknown,Yes,"83,75725455"
7400,Name not specified,Thunderstorm,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7401,Name not specified,Heavy rain,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7402,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,7.0,Richter,No,Unknown,Unknown,"83,75725455"
7403,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7404,Name not specified,Heavy seasonal rains (Mei-yu),"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7405,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7406,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,6.0,Richter,No,Unknown,Unknown,"83,75725455"
7407,Name not specified,Torrential rains,"Slide (land, mud, snow, rock)",No Disaster Associated,2571.0,Km2,No,Unknown,Unknown,"83,75725455"
7408,Name not specified,Unknown Origin,Tsunami/Tidal wave,No Disaster Associated,7.0,Richter,No,Unknown,Unknown,"83,75725455"
7409,Name not specified,Thunderstorm,Hail,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7410,Name not specified,Low pressure 'Kolle',Hail,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7411,Name not specified,Heavy rains,Storm,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7412,Sir Ivan fire,Unknown Origin,Heat wave,No Disaster Associated,59000.0,Km2,No,Unknown,Unknown,"83,75725455"
7413,"Gustafsen, Wildwood, Elephant Hill Fires",Weather,Heat wave,No Disaster Associated,500.0,Km2,No,Yes,Yes,"83,75725455"
7414,Name not specified,Unknown Origin,Heat wave,No Disaster Associated,4670.0,Km2,Yes,Unknown,Yes,"83,75725455"
7415,Name not specified,Unknown Origin,Heat wave,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7416,Debbie,Unknown Origin,Flood,No Disaster Associated,263.0,Kph,No,Unknown,Unknown,"83,75725455"
7417,Name not specified,Torrential rains,Flood,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"83,75725455"
7418,Name not specified,Heavy rains,Flood,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"83,75725455"
7419,Typhoon 'Hato',Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7420,Tropical depression'16/Hurricane 'Nate',Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7421,Hurricane 'Irma',Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7422,Hurricane 'Irma',Unknown Origin,Flood,No Disaster Associated,285.0,Kph,No,Unknown,Unknown,"83,75725455"
7423,Hurricane 'Maria',Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7424,Name not specified,Unknown Origin,Food shortage,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7425,Name not specified,Unknown Origin,Snow/ice,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"83,75725455"
7426,Name not specified,Unknown Origin,Snow/ice,No Disaster Associated,Unknown,�C,No,Unknown,Unknown,"83,75725455"
7427,Name not specified,Unknown Origin,Snow/ice,No Disaster Associated,-31.0,�C,No,Unknown,Unknown,"83,75725455"
7428,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7429,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,24003.0,Km2,No,Unknown,Unknown,"83,75725455"
7430,Hurricane 'Irma',Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7431,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7432,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"83,75725455"
7433,Name not specified,Heavy Rain and storm,No Disaster Associated,No Disaster Associated,27377.0,Km2,No,Unknown,Unknown,"83,75725455"
7434,Hurricane 'Irma',Unknown Origin,No Disaster Associated,No Disaster Associated,295.0,Kph,Yes,Unknown,Unknown,"83,75725455"
7435,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7436,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,126.0,Kph,No,Unknown,Unknown,"83,75725455"
7437,Dengue,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"83,75725455"
7438,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7439,Cyclone Mora,Unknown Origin,No Disaster Associated,No Disaster Associated,135.0,Kph,No,Unknown,Unknown,"83,75725455"
7440,Diphteria,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"83,75725455"
7441,Name not specified,Late monsoon rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7442,Hurricane 'Irma',Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,Yes,Unknown,Unknown,"83,75725455"
7443,Yellow fever,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"83,75725455"
7444,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,70470.0,Km2,No,Unknown,Unknown,"83,75725455"
7445,Name not specified,Snowmelt and Heavy Rain,No Disaster Associated,No Disaster Associated,79149.0,Km2,Yes,Unknown,Yes,"83,75725455"
7446,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"83,75725455"
7447,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,157699.0,Km2,No,Unknown,Unknown,"83,75725455"
7448,Name not specified,Mei-Yu,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7449,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,5.0,Richter,No,Unknown,Unknown,"83,75725455"
7450,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,6.0,Richter,No,Unknown,Unknown,"83,75725455"
7451,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,8000000.0,Not Applicable,No,Unknown,Unknown,"83,75725455"
7452,Tropical Storm Talas,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7453,Typhoon Nesat & Haitang,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7454,Tropical storm 'Pakhar'/'Jolina',Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"83,75725455"
7455,Name not specified,"Lack of rain, dry conditions.",No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"83,75725455"
7456,Name not specified,Severe Weather,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7457,Name not specified,Mei-Yu,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7458,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,283444.0,Km2,No,Unknown,Unknown,"83,75725455"
7459,Dengue,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Yes,"83,75725455"
7460,Name not specified,Torrential rains,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"83,75725455"
7461,Name not specified,Torrential rain,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,Yes,Unknown,Yes,"83,75725455"
7462,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,128597.0,Km2,No,Unknown,Unknown,"83,75725455"
7463,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,117321.0,Km2,No,Unknown,Unknown,"83,75725455"
7464,Name not specified,Low pressure Alfred,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7465,Name not specified,Torrential rains,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7466,'Zeus',Unknown Origin,No Disaster Associated,No Disaster Associated,193.0,Kph,No,Unknown,Unknown,"83,75725455"
7467,Name not specified,"Wind, drought",No Disaster Associated,No Disaster Associated,72.0,Km2,No,Unknown,Unknown,"83,75725455"
7468,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"83,75725455"
7469,Measles,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"83,75725455"
7470,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,8.0,Richter,No,Unknown,Unknown,"83,75725455"
7471,Name not specified,Tropical depression 16,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7472,Name not specified,Heavy rains + Tropical Storm Selma,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"83,75725455"
7473,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,131888.0,Km2,No,Unknown,Unknown,"83,75725455"
7474,Tropical storm 'Pakhar'/'Jolina',Unknown Origin,No Disaster Associated,No Disaster Associated,126.0,Kph,No,Unknown,Unknown,"83,75725455"
7475,Eleanor,Unknown Origin,Wildfire,"Slide (land, mud, snow, rock)",160.0,Kph,No,Unknown,Unknown,"85,80302606"
7476,Name not specified,"Heavy rains, elting snow","Slide (land, mud, snow, rock)",Broken Dam/Burst bank,10317.0,Km2,No,Unknown,Unknown,"85,80302606"
7477,Name not specified,Heavy rains,Collapse,Flood,55139.0,Km2,No,Unknown,Unknown,"85,80302606"
7478,Tropical storm 'Alberto',Unknown Origin,Flood,Oil spill,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7479,Name not specified,Unknown Origin,"Slide (land, mud, snow, rock)",No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"85,80302606"
7480,Name not specified,Heavy rains,"Slide (land, mud, snow, rock)",No Disaster Associated,245648.0,Km2,No,Unknown,Unknown,"85,80302606"
7481,Name not specified,Heavy rains,Broken Dam/Burst bank,No Disaster Associated,83998.0,Km2,No,Unknown,Unknown,"85,80302606"
7482,Name not specified,Unknown Origin,Pollution,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"85,80302606"
7483,Volcan de Fuego,Unknown Origin,Rain,No Disaster Associated,Unknown,Not Applicable,Yes,Unknown,Yes,"85,80302606"
7484,Name not specified,Heavy rains,Storm,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"85,80302606"
7485,Name not specified,Unknown Origin,Storm,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"85,80302606"
7486,Name not specified,Unknown Origin,Cold wave,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7487,Name not specified,Unknown Origin,Heat wave,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"85,80302606"
7488,Name not specified,Unknown Origin,Flood,No Disaster Associated,130.0,Kph,No,Unknown,Unknown,"85,80302606"
7489,Typhoon 'Maria' (Gardo),Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7490,Typhoon 'Bebinca',Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7491,Tropical Storm Yagi,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7492,Tropical storm Rumbia,Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7493,Cyclone 'Sagar',Unknown Origin,Flood,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7494,Cyclone 'Josie',Unknown Origin,Flood,No Disaster Associated,100.0,Kph,No,Unknown,Unknown,"85,80302606"
7495,Name not specified,Unknown Origin,Food shortage,No Disaster Associated,Unknown,Km2,No,Unknown,Yes,"85,80302606"
7496,Eleanor,Unknown Origin,Surge,No Disaster Associated,160.0,Kph,No,Unknown,Unknown,"85,80302606"
7497,Eleanor,Unknown Origin,Surge,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7498,Eleanor,Unknown Origin,Transport accident,No Disaster Associated,163.0,Kph,No,Unknown,Unknown,"85,80302606"
7499,'Friederike' (David),Unknown Origin,Transport accident,No Disaster Associated,130.0,Kph,No,Unknown,Unknown,"85,80302606"
7500,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"85,80302606"
7501,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"85,80302606"
7502,Name not specified,Torrential Rain,No Disaster Associated,No Disaster Associated,184397.0,Km2,No,Unknown,Unknown,"85,80302606"
7503,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,462991.0,Km2,No,Unknown,Unknown,"85,80302606"
7504,Cholera,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"85,80302606"
7505,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,234623.0,Km2,No,Unknown,Unknown,"85,80302606"
7506,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7507,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,49.0,�C,No,Unknown,Unknown,"85,80302606"
7508,Name not specified,Lack of rainfall and anomalous warmth,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"85,80302606"
7509,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,105583.0,Km2,No,Unknown,Yes,"85,80302606"
7510,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,18675.0,Km2,No,Unknown,Unknown,"85,80302606"
7511,Name not specified,Torrential Rain,No Disaster Associated,No Disaster Associated,8959.0,Km2,Yes,Unknown,Unknown,"85,80302606"
7512,Name not specified,Intense rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"85,80302606"
7513,'Friederike' (David),Unknown Origin,No Disaster Associated,No Disaster Associated,130.0,Kph,No,Unknown,Unknown,"85,80302606"
7514,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,�C,No,Unknown,Unknown,"85,80302606"
7515,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,3.0,�C,No,Unknown,Unknown,"85,80302606"
7516,Name not specified,Torrential Rain,No Disaster Associated,No Disaster Associated,3882.0,Km2,No,Unknown,Unknown,"85,80302606"
7517,Name not specified,Torrential rain,No Disaster Associated,No Disaster Associated,78520.0,Km2,No,Unknown,Unknown,"85,80302606"
7518,Influenza,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"85,80302606"
7519,Name not specified,Heavy rains,No Disaster Associated,No Disaster Associated,Unknown,Not Applicable,No,Unknown,Unknown,"85,80302606"
7520,Name not specified,Torrential Rain,No Disaster Associated,No Disaster Associated,131278.0,Km2,No,Unknown,Unknown,"85,80302606"
7521,Name not specified,Heavy rain,No Disaster Associated,No Disaster Associated,Unknown,Km2,No,Unknown,Unknown,"85,80302606"
7522,Hepatitis E,Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Vaccinated,No,Unknown,Unknown,"85,80302606"
7523,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,250.0,Kph,No,Unknown,Unknown,"85,80302606"
7524,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,37.0,�C,No,Unknown,Unknown,"85,80302606"
7525,Name not specified,Heavy Rain and Snowmelt,No Disaster Associated,No Disaster Associated,78669.0,Km2,No,Unknown,Unknown,"85,80302606"
7526,Name not specified,Unknown Origin,No Disaster Associated,No Disaster Associated,5.0,Richter,No,Unknown,Unknown,"85,80302606"
7527,Tropical storm 'Ewiniar',Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7528,Tropical storm 'Ampil' (Inday),Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7529,Typhoon 'Soulik',Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
7530,Typhoon Mangkut (Ompong),Unknown Origin,No Disaster Associated,No Disaster Associated,Unknown,Kph,No,Unknown,Unknown,"85,80302606"
